label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193
Water,0.000000,0.000000,0.000000,0.000151,-0.529012,0.026891,-0.150496,-0.901669,0.022459,-0.339466,-0.977629,0.018166,-0.500783,-0.923975,0.003406,-0.172572,-1.093822,-0.067311,-0.262347,-1.661006,-0.091890,-0.307457,-1.967000,-0.100157,-0.348060,-2.218309,-0.102782,-0.311943,-0.944611,-0.101989,-0.482954,-1.504700,-0.124974,-0.578422,-1.832337,-0.143289,-0.658993,-2.080822,-0.155579,-0.430436,-0.734619,-0.126957,-0.660255,-1.155805,-0.163797,-0.784668,-1.427469,-0.211640,-0.885904,-1.622796,-0.245179,-0.503636,-0.518256,-0.141434,-0.587678,-0.923645,-0.159805,-0.516071,-0.947863,-0.144498,-0.442300,-0.894122,-0.133449,0.000000,0.000000,0.000000,-0.005855,-0.515201,0.022345,-0.156288,-0.881497,0.009547,-0.327845,-0.929318,-0.004561,-0.481061,-0.853835,-0.030061,-0.178100,-1.080302,-0.086617,-0.287300,-1.618265,-0.128018,-0.346435,-1.916291,-0.147292,-0.400922,-2.160673,-0.157169,-0.310404,-0.942033,-0.127373,-0.482406,-1.482934,-0.168003,-0.573328,-1.803033,-0.191733,-0.651786,-2.059529,-0.205248,-0.427913,-0.732343,-0.158560,-0.648575,-1.130124,-0.205817,-0.766738,-1.388605,-0.251527,-0.865847,-1.582818,-0.281461,-0.507176,-0.490823,-0.180127,-0.587377,-0.832343,-0.204197,-0.521053,-0.866326,-0.186757,-0.452852,-0.833454,-0.172434,0.000000,0.000000,0.000000,0.008426,-0.540753,0.033450,-0.131870,-0.921670,0.027642,-0.316990,-0.991087,0.020379,-0.479372,-0.941220,0.002289,-0.166458,-1.095920,-0.074908,-0.268082,-1.665218,-0.108256,-0.322003,-1.971246,-0.118647,-0.370230,-2.219386,-0.119593,-0.306469,-0.944955,-0.114619,-0.462505,-1.531849,-0.156495,-0.547517,-1.882989,-0.172178,-0.621988,-2.155706,-0.174074,-0.427939,-0.732484,-0.142901,-0.652351,-1.196553,-0.189690,-0.760520,-1.487727,-0.221369,-0.847843,-1.710990,-0.235559,-0.500224,-0.492890,-0.159895,-0.598900,-0.909108,-0.170689,-0.534809,-0.937377,-0.133706,-0.461805,-0.885074,-0.102596,-0.081004,-0.111888,-0.000000,3.053133,22.102863
Water,0.000000,0.000000,0.000000,0.012126,-0.537197,0.034256,-0.119789,-0.897717,0.030921,-0.304086,-0.972034,0.026871,-0.465738,-0.913712,0.013222,-0.159289,-1.086399,-0.068667,-0.252980,-1.674185,-0.094543,-0.298540,-1.987201,-0.099617,-0.339509,-2.241631,-0.097886,-0.306115,-0.946113,-0.105657,-0.461715,-1.532399,-0.141438,-0.547593,-1.882870,-0.158898,-0.623466,-2.148289,-0.163769,-0.428294,-0.739440,-0.131052,-0.661671,-1.160613,-0.174799,-0.788256,-1.439360,-0.216571,-0.893647,-1.639317,-0.239920,-0.499183,-0.513723,-0.144801,-0.588189,-0.920802,-0.155182,-0.516827,-0.947269,-0.125611,-0.440210,-0.888993,-0.101523,0.000000,0.000000,0.000000,0.013365,-0.531540,0.030722,-0.128417,-0.917082,0.020361,-0.324075,-1.033629,0.009655,-0.501890,-1.016220,-0.011288,-0.167229,-1.109542,-0.083327,-0.294413,-1.688158,-0.121233,-0.357104,-2.008826,-0.135056,-0.416693,-2.259216,-0.137658,-0.304752,-0.944460,-0.122969,-0.479128,-1.546574,-0.167513,-0.569277,-1.897226,-0.186932,-0.647366,-2.162018,-0.192230,-0.428087,-0.725839,-0.150577,-0.660539,-1.214530,-0.205176,-0.779127,-1.519006,-0.243058,-0.877051,-1.740274,-0.261417,-0.511828,-0.485411,-0.166166,-0.620206,-0.926289,-0.189144,-0.560216,-0.974029,-0.160423,-0.493793,-0.936057,-0.134071,0.000000,0.000000,0.000000,0.002083,-0.551101,0.068250,-0.140160,-0.919549,0.073028,-0.345495,-0.989591,0.068712,-0.518362,-0.958620,0.052131,-0.123563,-1.110977,-0.033811,-0.271414,-1.655942,-0.064086,-0.344277,-1.945259,-0.070964,-0.406301,-2.181117,-0.070034,-0.254073,-0.962683,-0.093216,-0.430822,-1.539789,-0.139069,-0.525285,-1.867831,-0.157513,-0.605586,-2.136857,-0.160014,-0.378143,-0.758369,-0.139817,-0.594819,-1.244846,-0.196263,-0.702275,-1.536404,-0.229890,-0.797267,-1.778051,-0.242061,-0.463656,-0.522323,-0.171195,-0.568438,-0.961044,-0.187163,-0.517047,-0.968941,-0.149320,-0.464343,-0.907227,-0.116558,-0.012610,0.124688,-0.000001,3.668938,29.275457
Water,0.000000,0.000000,0.000000,0.072357,-0.502440,0.026881,-0.006692,-0.897557,0.018279,-0.163636,-1.051180,0.012545,-0.326582,-1.059265,-0.003854,-0.020845,-1.050667,-0.097187,-0.030912,-1.614593,-0.127604,-0.036367,-1.918532,-0.134009,-0.043202,-2.163707,-0.132876,-0.184894,-0.974305,-0.128626,-0.264068,-1.572261,-0.162372,-0.316213,-1.934412,-0.179177,-0.365477,-2.200533,-0.186313,-0.325726,-0.821786,-0.146996,-0.495314,-1.289760,-0.187511,-0.581393,-1.606340,-0.231686,-0.655290,-1.826823,-0.260480,-0.418820,-0.632909,-0.153731,-0.443197,-1.029554,-0.168882,-0.367063,-1.071847,-0.150720,-0.300176,-1.029162,-0.136435,0.000000,0.000000,0.000000,0.039420,-0.497583,0.046288,-0.073358,-0.858661,0.049624,-0.246144,-0.952342,0.050584,-0.404383,-0.930943,0.042169,-0.074242,-1.063197,-0.048853,-0.117416,-1.614319,-0.064886,-0.137766,-1.910268,-0.062295,-0.157811,-2.145809,-0.056383,-0.232508,-0.968751,-0.086383,-0.357220,-1.525714,-0.110348,-0.427127,-1.843771,-0.118455,-0.488209,-2.092050,-0.118434,-0.366313,-0.809821,-0.112060,-0.545182,-1.231424,-0.142792,-0.646176,-1.510246,-0.179832,-0.737199,-1.716366,-0.203599,-0.451770,-0.617512,-0.126171,-0.475704,-0.969931,-0.128421,-0.401700,-0.962705,-0.102300,-0.337001,-0.889735,-0.082962,0.000000,0.000000,0.000000,0.072851,-0.470245,0.042306,-0.001911,-0.814909,0.053825,-0.120234,-0.964574,0.063442,-0.236374,-1.014476,0.065768,-0.076996,-1.052606,-0.051322,-0.120178,-1.575830,-0.062258,-0.145036,-1.863790,-0.056699,-0.164710,-2.078380,-0.047546,-0.245459,-0.966468,-0.075429,-0.379934,-1.471921,-0.076118,-0.453839,-1.764374,-0.071336,-0.505673,-1.972827,-0.066358,-0.368605,-0.812994,-0.088116,-0.512486,-1.172892,-0.083121,-0.593756,-1.414783,-0.109870,-0.651932,-1.564199,-0.135062,-0.429272,-0.636458,-0.093218,-0.416138,-0.869799,-0.077018,-0.348997,-0.923918,-0.064974,-0.284806,-0.916553,-0.057866,-0.933972,-0.160323,-0.000000,2.441230,2.576133
Water,0.000000,0.000000,0.000000,0.063577,-0.450693,0.017334,-0.032135,-0.806507,0.019594,-0.207098,-0.870379,0.024802,-0.356584,-0.829684,0.020692,-0.107483,-1.076615,-0.073420,-0.139362,-1.575576,-0.091215,-0.165233,-1.861514,-0.097463,-0.193246,-2.077206,-0.098116,-0.282492,-0.955640,-0.083365,-0.431347,-1.468411,-0.081753,-0.527180,-1.770335,-0.092598,-0.606692,-1.985177,-0.102918,-0.393614,-0.768790,-0.080147,-0.542322,-1.006734,-0.079323,-0.588809,-1.086606,-0.113474,-0.612090,-1.088520,-0.140400,-0.443282,-0.567081,-0.070487,-0.447689,-0.673670,-0.066774,-0.374507,-0.657693,-0.063790,-0.299093,-0.601822,-0.060369,0.000000,0.000000,0.000000,0.015705,-0.512839,0.054848,-0.084301,-0.863681,0.053808,-0.234943,-0.972924,0.043258,-0.374021,-0.986999,0.025876,-0.119783,-1.045186,-0.047095,-0.146259,-1.574152,-0.092538,-0.162536,-1.865356,-0.111238,-0.175162,-2.086556,-0.121112,-0.263527,-0.959752,-0.097103,-0.410044,-1.504656,-0.136346,-0.487675,-1.817405,-0.157649,-0.543525,-2.055726,-0.177690,-0.382928,-0.804926,-0.139191,-0.544683,-1.221895,-0.177802,-0.642280,-1.449889,-0.216533,-0.712736,-1.612419,-0.247824,-0.465345,-0.636656,-0.171552,-0.516162,-1.005856,-0.201937,-0.541771,-1.205328,-0.221234,-0.573029,-1.369966,-0.239383,0.000000,0.000000,0.000000,0.040464,-0.466734,0.073738,-0.042855,-0.793678,0.091162,-0.193024,-0.892514,0.100787,-0.337615,-0.865962,0.102826,-0.103592,-1.029650,-0.014619,-0.159349,-1.509616,-0.025455,-0.178635,-1.777716,-0.016397,-0.194536,-1.994732,-0.003886,-0.249708,-0.966147,-0.064847,-0.362896,-1.504352,-0.098437,-0.420489,-1.825363,-0.095541,-0.469729,-2.074044,-0.078223,-0.371985,-0.809578,-0.102582,-0.568116,-1.199985,-0.141764,-0.676349,-1.460858,-0.161122,-0.763297,-1.659787,-0.161570,-0.449152,-0.579406,-0.126696,-0.519390,-0.919963,-0.116069,-0.458187,-0.900063,-0.067079,-0.392694,-0.817803,-0.026800,1.121596,-0.428321,-0.000000,3.742562,3.117244
Water,0.000000,0.000000,0.000000,0.080940,-0.478210,0.007559,0.028863,-0.838893,-0.003079,-0.094283,-0.928218,-0.009470,-0.215241,-0.900089,-0.028604,-0.113475,-1.072280,-0.116961,-0.182109,-1.614906,-0.139984,-0.233899,-1.909081,-0.144025,-0.285054,-2.131969,-0.141968,-0.297096,-0.946918,-0.122805,-0.452741,-1.467904,-0.116283,-0.555167,-1.768193,-0.116423,-0.641915,-1.977817,-0.119641,-0.411880,-0.762372,-0.114234,-0.548746,-1.035068,-0.099540,-0.620272,-1.186535,-0.130444,-0.664235,-1.245855,-0.161223,-0.463139,-0.559608,-0.100981,-0.455389,-0.670345,-0.087898,-0.383904,-0.660158,-0.080811,-0.304010,-0.594599,-0.075703,0.000000,0.000000,0.000000,0.008726,-0.473147,0.053868,-0.092827,-0.837022,0.064424,-0.217938,-0.994502,0.069160,-0.346009,-1.020833,0.065550,-0.147473,-1.049894,-0.043188,-0.216371,-1.558676,-0.066792,-0.258292,-1.851826,-0.075900,-0.296809,-2.082692,-0.079675,-0.294390,-0.952325,-0.080068,-0.445520,-1.453110,-0.084858,-0.533092,-1.737126,-0.086617,-0.606586,-1.946427,-0.092975,-0.409984,-0.788197,-0.106342,-0.568393,-1.128230,-0.102604,-0.661224,-1.307685,-0.119232,-0.733799,-1.420486,-0.141493,-0.481925,-0.603108,-0.125566,-0.501245,-0.892656,-0.113464,-0.455819,-0.989724,-0.100473,-0.414084,-1.040523,-0.096860,0.000000,0.000000,0.000000,0.037083,-0.501288,0.086243,-0.060434,-0.826868,0.105310,-0.209415,-0.909423,0.111884,-0.348797,-0.883999,0.106183,-0.095890,-1.055688,-0.016868,-0.173639,-1.555695,-0.032910,-0.212734,-1.829961,-0.028080,-0.243321,-2.048935,-0.020221,-0.244963,-0.966531,-0.076231,-0.383352,-1.509577,-0.106596,-0.458102,-1.831567,-0.110832,-0.519974,-2.078745,-0.104500,-0.372779,-0.787885,-0.121312,-0.575625,-1.197312,-0.153116,-0.682868,-1.455317,-0.177493,-0.769294,-1.646920,-0.188132,-0.453831,-0.544721,-0.151745,-0.526619,-0.886087,-0.147189,-0.471670,-0.910168,-0.111183,-0.416090,-0.873442,-0.082743,1.104140,-0.445351,-0.000000,3.240169,2.721519
Water,0.000000,0.000000,0.000000,0.065114,-0.484207,0.017465,-0.042063,-0.827176,0.022792,-0.205105,-0.894977,0.034407,-0.350024,-0.859758,0.036936,-0.134306,-1.080892,-0.076809,-0.203868,-1.586249,-0.075184,-0.262591,-1.847389,-0.056506,-0.320553,-2.044937,-0.041808,-0.307399,-0.947652,-0.086377,-0.460459,-1.410853,-0.090490,-0.556180,-1.689770,-0.088785,-0.628971,-1.891310,-0.081512,-0.417750,-0.752943,-0.083684,-0.584371,-1.033949,-0.094031,-0.698183,-1.262082,-0.142353,-0.783266,-1.405042,-0.177270,-0.459471,-0.550414,-0.072458,-0.449470,-0.689339,-0.068872,-0.376732,-0.654118,-0.065631,-0.299954,-0.565120,-0.062300,0.000000,0.000000,0.000000,0.016932,-0.471061,0.059122,-0.083118,-0.834981,0.070427,-0.207002,-0.957543,0.072504,-0.322525,-0.967734,0.063413,-0.150879,-1.064279,-0.030468,-0.230989,-1.564654,-0.056205,-0.280091,-1.852186,-0.068867,-0.321343,-2.075237,-0.077492,-0.293328,-0.952717,-0.079297,-0.447284,-1.442256,-0.094201,-0.540587,-1.710014,-0.108238,-0.617933,-1.911466,-0.124254,-0.402902,-0.782344,-0.119152,-0.565342,-1.219276,-0.135096,-0.672779,-1.471761,-0.168722,-0.763751,-1.653874,-0.201507,-0.470112,-0.596764,-0.149451,-0.524842,-0.996805,-0.157256,-0.530577,-1.188129,-0.158601,-0.542512,-1.328264,-0.165753,0.000000,0.000000,0.000000,0.014914,-0.481881,0.082583,-0.091894,-0.806068,0.102134,-0.233771,-0.904390,0.108403,-0.363117,-0.877446,0.103531,-0.141908,-1.053427,-0.008706,-0.245743,-1.516214,-0.029576,-0.296947,-1.777176,-0.029164,-0.338812,-1.978013,-0.022462,-0.274319,-0.959143,-0.069233,-0.439911,-1.464792,-0.102491,-0.527712,-1.762352,-0.108873,-0.601522,-1.988886,-0.102931,-0.392346,-0.778881,-0.117067,-0.587712,-1.144735,-0.146060,-0.694318,-1.382801,-0.162576,-0.783358,-1.573932,-0.168148,-0.472866,-0.533130,-0.152490,-0.560237,-0.832644,-0.145813,-0.517359,-0.849236,-0.104764,-0.471561,-0.815429,-0.072103,1.058492,-0.372014,-0.000000,3.042168,2.711469
Water,0.000000,0.000000,0.000000,0.070428,-0.472141,0.037861,0.005038,-0.819012,0.057346,-0.120242,-0.963695,0.077490,-0.243250,-0.998040,0.090344,-0.171877,-1.077316,-0.036091,-0.255653,-1.570580,-0.027404,-0.306045,-1.830844,-0.008971,-0.354224,-2.025123,0.007874,-0.342117,-0.938235,-0.051673,-0.495195,-1.396989,-0.046822,-0.590450,-1.677610,-0.037990,-0.664750,-1.873368,-0.024519,-0.448013,-0.727932,-0.055213,-0.615067,-1.018599,-0.050901,-0.722924,-1.249946,-0.080348,-0.796189,-1.389966,-0.101178,-0.485862,-0.493601,-0.050637,-0.495996,-0.652349,-0.026779,-0.432126,-0.650393,-0.005066,-0.354632,-0.584425,0.013246,0.000000,0.000000,0.000000,0.013561,-0.504874,0.058895,-0.104086,-0.848697,0.067710,-0.264525,-0.928073,0.069983,-0.410850,-0.903998,0.061307,-0.145765,-1.080964,-0.046194,-0.246992,-1.593643,-0.066079,-0.303935,-1.885904,-0.067298,-0.354843,-2.115450,-0.065208,-0.305198,-0.947816,-0.092189,-0.483348,-1.466896,-0.112051,-0.579901,-1.772428,-0.120138,-0.660480,-2.010701,-0.123417,-0.430006,-0.758607,-0.125558,-0.620407,-1.145310,-0.149885,-0.732439,-1.409914,-0.188613,-0.827267,-1.600314,-0.217983,-0.499635,-0.555365,-0.147566,-0.522819,-0.885832,-0.153427,-0.448623,-0.937259,-0.139795,-0.384508,-0.925041,-0.130603,0.000000,0.000000,0.000000,0.016293,-0.503444,0.090240,-0.083245,-0.842039,0.110794,-0.228694,-0.925944,0.117833,-0.366565,-0.875633,0.112953,-0.111945,-1.056884,-0.005631,-0.220229,-1.536048,-0.021772,-0.278903,-1.795759,-0.015681,-0.324683,-2.002062,-0.005642,-0.247690,-0.966263,-0.070613,-0.407972,-1.502322,-0.116181,-0.490024,-1.803051,-0.119530,-0.553719,-2.038516,-0.103609,-0.368768,-0.792563,-0.120839,-0.579180,-1.229082,-0.168051,-0.678389,-1.478420,-0.179864,-0.756410,-1.686941,-0.171628,-0.450030,-0.540150,-0.155742,-0.557480,-0.902109,-0.153540,-0.508543,-0.867010,-0.096714,-0.446534,-0.780001,-0.046787,1.265504,-0.340303,-0.000000,4.554778,3.475706
Where,0.000000,0.000000,0.000000,-0.168247,-0.217929,-0.028465,-0.306356,-0.524770,-0.075979,-0.371205,-0.789137,-0.142471,-0.361162,-1.054932,-0.205891,-0.200464,-0.983238,0.003847,-0.309649,-1.311489,-0.078582,-0.390706,-1.510425,-0.112385,-0.434943,-1.695325,-0.136744,-0.096105,-0.994328,-0.045551,-0.263065,-1.201895,-0.173577,-0.258849,-0.840019,-0.174797,-0.185078,-0.709602,-0.138890,0.011475,-0.948629,-0.109386,-0.174545,-1.024329,-0.238505,-0.163905,-0.687331,-0.176874,-0.085392,-0.609658,-0.100711,0.116395,-0.843418,-0.178915,-0.056026,-0.948405,-0.251284,-0.077119,-0.708555,-0.199072,-0.023661,-0.616536,-0.142373,0.000000,0.000000,0.000000,-0.098747,-0.366650,-0.055541,-0.105664,-0.803934,-0.102167,-0.044601,-1.131688,-0.165986,0.087925,-1.300613,-0.227427,0.125119,-1.094184,-0.013831,0.225461,-1.558055,-0.124509,0.277158,-1.837376,-0.180760,0.354098,-2.055710,-0.215996,0.230060,-0.971528,-0.056626,0.242916,-1.390000,-0.237732,0.090551,-1.166680,-0.269715,0.047696,-0.957925,-0.236025,0.326282,-0.790813,-0.116010,0.248871,-1.050550,-0.282652,0.119883,-0.759081,-0.236395,0.133189,-0.589384,-0.151923,0.415020,-0.553232,-0.182508,0.346557,-0.836238,-0.263393,0.235497,-0.650345,-0.209252,0.242533,-0.515667,-0.143026,0.000000,0.000000,0.000000,-0.195068,-0.149550,-0.031079,-0.348868,-0.401914,-0.078466,-0.440964,-0.615812,-0.142928,-0.476493,-0.849989,-0.202826,-0.272205,-0.945210,0.012398,-0.413221,-1.183774,-0.059969,-0.505887,-1.347744,-0.091849,-0.568916,-1.500661,-0.116401,-0.166873,-0.985393,-0.033980,-0.401706,-1.042390,-0.148261,-0.376787,-0.696532,-0.149440,-0.295483,-0.604432,-0.118388,-0.066683,-0.950652,-0.094970,-0.295264,-0.884650,-0.213754,-0.260884,-0.572631,-0.156029,-0.177688,-0.522350,-0.085755,0.019239,-0.844984,-0.162415,-0.179695,-0.834157,-0.228538,-0.180317,-0.613409,-0.180289,-0.120770,-0.550941,-0.127289,-0.290941,0.232496,-0.000000,2.271714,6.099755
Where,0.000000,0.000000,0.000000,0.158316,-0.386817,0.001232,0.215200,-0.754881,-0.000059,0.179141,-0.977779,0.007027,0.104110,-1.016195,0.009827,-0.076658,-1.068827,-0.110993,-0.100765,-1.572465,-0.126878,-0.122914,-1.852577,-0.136864,-0.145827,-2.070603,-0.146827,-0.243024,-0.964324,-0.104968,-0.133207,-1.204767,-0.088961,-0.050314,-1.093568,-0.062815,-0.010225,-0.939869,-0.057252,-0.333351,-0.785011,-0.086973,-0.224718,-0.977412,-0.057782,-0.151519,-0.891932,-0.025057,-0.114098,-0.753596,-0.019749,-0.389436,-0.596478,-0.068740,-0.310996,-0.762079,-0.045377,-0.243615,-0.705596,-0.013904,-0.209921,-0.597056,0.005069,0.000000,0.000000,0.000000,0.202459,-0.278354,0.022177,0.282358,-0.569745,0.026471,0.216515,-0.808479,0.029589,0.139631,-0.924967,0.026938,0.173454,-0.948055,-0.040358,0.293103,-1.331860,-0.035051,0.347672,-1.552575,-0.031184,0.380530,-1.721987,-0.033332,0.015217,-0.998842,-0.045635,0.106020,-1.063643,-0.020190,0.115103,-0.927588,-0.000047,0.101197,-0.813584,0.002325,-0.104237,-0.924198,-0.039644,-0.025633,-0.929676,-0.005915,0.005373,-0.806958,0.021541,0.003834,-0.684270,0.024505,-0.205862,-0.808137,-0.031826,-0.159890,-0.840249,-0.007672,-0.123013,-0.735751,0.023148,-0.115504,-0.627143,0.045531,0.000000,0.000000,0.000000,0.133989,-0.478047,0.028622,0.147086,-0.889938,0.048583,0.084848,-1.136318,0.066968,0.029254,-1.235146,0.082074,-0.176986,-1.098416,-0.048148,-0.255040,-1.581394,-0.036836,-0.313355,-1.820827,-0.028184,-0.362801,-2.004286,-0.028564,-0.347040,-0.936583,-0.048730,-0.247377,-1.130334,-0.012613,-0.161885,-1.018696,0.021188,-0.112641,-0.875551,0.029971,-0.407432,-0.706488,-0.036772,-0.302311,-0.834198,0.005059,-0.219305,-0.755956,0.035839,-0.174283,-0.618789,0.036478,-0.434858,-0.473656,-0.022820,-0.344691,-0.585308,0.009335,-0.276849,-0.519354,0.039186,-0.240207,-0.411797,0.055669,-0.217072,0.127362,-0.000000,2.184069,8.678022
Where,0.000000,0.000000,0.000000,0.136613,-0.487293,0.026412,0.150109,-0.923827,0.036420,0.142588,-1.242253,0.042379,0.172950,-1.437910,0.044134,-0.165532,-1.103261,-0.054221,-0.239361,-1.593371,-0.048761,-0.289195,-1.846240,-0.048081,-0.332059,-2.041539,-0.056642,-0.335672,-0.940042,-0.060380,-0.239816,-1.134127,-0.034332,-0.156096,-1.017484,-0.005971,-0.114209,-0.874215,-0.002140,-0.400556,-0.706098,-0.054368,-0.298263,-0.848770,-0.020128,-0.217616,-0.764668,0.013836,-0.178964,-0.621731,0.015918,-0.433222,-0.470911,-0.046710,-0.345841,-0.604243,-0.021351,-0.279284,-0.531270,0.010857,-0.246441,-0.415472,0.028829,0.000000,0.000000,0.000000,0.172323,-0.344081,0.050466,0.194853,-0.665510,0.065302,0.119661,-0.900388,0.071980,0.024145,-0.993638,0.071960,0.172127,-0.952568,-0.012497,0.244883,-1.362823,-0.004491,0.287576,-1.604376,0.006916,0.309493,-1.786424,0.013760,0.021242,-0.999295,-0.030943,0.009693,-1.122101,0.002661,0.013262,-0.993804,0.032768,0.020082,-0.868446,0.046396,-0.113576,-0.923192,-0.037452,-0.105162,-0.877967,0.003101,-0.075830,-0.755703,0.031087,-0.063895,-0.647876,0.038384,-0.233173,-0.804932,-0.039826,-0.216281,-0.802191,0.002811,-0.182341,-0.695546,0.042186,-0.165447,-0.595778,0.070220,0.000000,0.000000,0.000000,0.104645,-0.520217,0.036322,0.037094,-0.897330,0.057902,-0.101202,-1.070735,0.071916,-0.211089,-1.071086,0.079439,-0.211562,-1.099586,-0.021127,-0.308872,-1.581630,-0.004848,-0.371781,-1.842295,0.004333,-0.425507,-2.034899,0.000887,-0.375720,-0.926122,-0.033648,-0.338396,-1.075924,-0.000055,-0.265895,-0.967267,0.025640,-0.216156,-0.842960,0.029455,-0.442558,-0.682574,-0.034425,-0.373110,-0.755460,0.014477,-0.294750,-0.678010,0.049442,-0.250740,-0.561594,0.050137,-0.473452,-0.424720,-0.035041,-0.406624,-0.475969,0.004807,-0.337286,-0.407345,0.040910,-0.294563,-0.313686,0.061186,-0.106142,0.103329,0.000000,2.928238,19.767584
Where,0.000000,0.000000,0.000000,0.103189,-0.524148,0.032563,0.026457,-0.899618,0.056881,-0.126411,-1.029759,0.075529,-0.243476,-0.976801,0.086515,-0.216178,-1.097641,-0.018940,-0.299148,-1.581781,0.006131,-0.358621,-1.828488,0.018679,-0.411275,-2.007598,0.015906,-0.380984,-0.924199,-0.026605,-0.319280,-1.073131,0.013998,-0.250143,-0.965995,0.035864,-0.209003,-0.838338,0.035330,-0.443674,-0.685476,-0.022101,-0.361879,-0.770264,0.029376,-0.285828,-0.699692,0.053350,-0.244820,-0.577321,0.046019,-0.468420,-0.437655,-0.016675,-0.399756,-0.495004,0.020399,-0.328356,-0.437018,0.048995,-0.282345,-0.333938,0.064236,0.000000,0.000000,0.000000,0.158606,-0.348588,0.070180,0.166621,-0.654524,0.098944,0.099968,-0.856227,0.116628,0.004845,-0.924136,0.127308,0.153309,-0.963872,0.023392,0.221551,-1.370483,0.049319,0.249177,-1.610061,0.071729,0.256641,-1.790669,0.083687,0.003539,-0.999993,0.000871,-0.019370,-1.189070,0.051168,-0.011294,-1.038277,0.090330,0.004553,-0.898890,0.108919,-0.125244,-0.915664,-0.009027,-0.122790,-0.950802,0.049320,-0.090715,-0.823501,0.083755,-0.078915,-0.709248,0.091449,-0.238441,-0.790948,-0.013232,-0.235245,-0.845629,0.045258,-0.200366,-0.747581,0.090942,-0.175571,-0.647434,0.120133,0.000000,0.000000,0.000000,0.095827,-0.505772,0.054008,0.026508,-0.855456,0.074374,-0.099543,-1.014199,0.084429,-0.219162,-0.989737,0.086833,-0.174834,-1.092903,-0.023269,-0.274964,-1.559918,-0.012357,-0.340192,-1.821178,-0.002824,-0.398184,-2.012897,-0.004403,-0.338188,-0.940086,-0.043208,-0.325553,-1.099117,-0.004034,-0.256954,-0.986091,0.034067,-0.206665,-0.872437,0.043495,-0.417872,-0.706004,-0.050274,-0.370853,-0.788599,0.005709,-0.298780,-0.703176,0.052691,-0.257552,-0.595356,0.058824,-0.466296,-0.455143,-0.055433,-0.420277,-0.513120,-0.001777,-0.353038,-0.445322,0.046158,-0.308585,-0.364560,0.071531,0.073545,-0.064402,0.000000,2.864603,29.302851
